_id,rental,distric,bc,community,size,city,renta_type,rent_type,house_type
ObjectId(6082fda373596f7c036aaf9d),1600,南岸租房,南坪租房,和记黄埔御峰租房,面积：40㎡,重庆链家网,,"租赁方式：整租 万荣华
若航寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 40㎡ 精装修
ObjectId(6082fda473596f7c036aaf9e),2200,渝北租房,照母山租房,和记黄埔玥湖园租房,面积：200㎡,重庆链家网,,租赁方式：整租,房屋类型：5室3厅4卫 200㎡
ObjectId(6082fda473596f7c036aaf9f),5200,渝北租房,照母山租房,和记黄埔玥湖园租房,面积：267㎡,重庆链家网,,租赁方式：整租,房屋类型：5室3厅4卫 267㎡
ObjectId(6082fda573596f7c036aafa0),1150,南岸租房,弹子石租房,华润凯旋天地租房,面积：32㎡,重庆链家网,,"租赁方式：整租 黄限良
若航寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 32㎡ 精装修
ObjectId(6082fda673596f7c036aafa1),1200,南岸租房,南坪租房,万寿花园租房,面积：80㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 80㎡
ObjectId(6082fda673596f7c036aafa2),1200,南岸租房,弹子石租房,华润凯旋天地租房,面积：35㎡,重庆链家网,,"租赁方式：整租 周燚
若航寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 35㎡ 精装修
ObjectId(6082fda773596f7c036aafa3),2500,渝北租房,中央公园租房,鲁能泰山7号六街区租房,面积：89㎡,重庆链家网,,租赁方式：未知,房屋类型：3室2厅1卫 89㎡
ObjectId(6082fda873596f7c036aafa4),2300,南岸租房,六公里租房,美堤雅城B区租房,面积：125㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 125㎡ 精装修
ObjectId(6082fda873596f7c036aafa5),2300,渝中租房,解放碑租房,创汇首座租房,面积：50㎡,重庆链家网,,租赁方式：整租,房屋类型：1室0厅1卫 50㎡
ObjectId(6082fda973596f7c036aafa6),3300,南岸租房,融侨半岛租房,龙湖观山水租房,面积：163㎡,重庆链家网,,租赁方式：整租,房屋类型：4室1厅2卫 163㎡ 精装修
ObjectId(6082fdab73596f7c036aafa7),10000,渝北租房,人和租房,棕榈泉四期租房,面积：175㎡,重庆链家网,,租赁方式：整租,房屋类型：4室1厅2卫 175㎡ 精装修
ObjectId(6082fdab73596f7c036aafa8),4600,渝北租房,汽博中心租房,保利高尔夫豪园租房,面积：139㎡,重庆链家网,,租赁方式：整租,房屋类型：4室2厅2卫 139㎡ 精装修
ObjectId(6082fdac73596f7c036aafa9),2800,南岸租房,南滨路租房,长嘉汇四期租房,面积：73㎡,重庆链家网,,"租赁方式：整租 张联
汇聚 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室1厅1卫 73㎡ 精装修
ObjectId(6082fdad73596f7c036aafaa),3000,江北租房,观音桥租房,半山华府租房,面积：127㎡,重庆链家网,,租赁方式：整租,房屋类型：4室2厅2卫 127㎡
ObjectId(6082fdad73596f7c036aafab),1800,渝中租房,解放碑租房,民安园社区租房,面积：105㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 105㎡
ObjectId(6082fdae73596f7c036aafac),3200,南岸租房,南滨路租房,阳光100国际新城租房,面积：134㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 134㎡ 精装修
ObjectId(6082fdaf73596f7c036aafad),3500,沙坪坝租房,大学城租房,鸥鹏泊雅湾南区租房,面积：330㎡,重庆链家网,,租赁方式：整租,房屋类型：7室2厅5卫 330㎡
ObjectId(6082fdaf73596f7c036aafae),4000,渝北租房,空港新城租房,融创嘉德庄园租房,面积：248㎡,重庆链家网,,租赁方式：整租,房屋类型：5室2厅3卫 248㎡
ObjectId(6082fdb073596f7c036aafaf),3200,渝北租房,龙溪租房,长安锦绣城租房,面积：120㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 120㎡
ObjectId(6082fdb173596f7c036aafb0),1400,沙坪坝租房,工人村租房,时代星居租房,面积：57㎡,重庆链家网,,租赁方式：整租,房屋类型：1室1厅1卫 57㎡ 精装修
ObjectId(6082fdb273596f7c036aafb1),1800,九龙坡租房,二郎租房,朵力尚美国际租房,面积：65㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 65㎡ 精装修
ObjectId(6082fdb373596f7c036aafb2),5000,江北租房,海尔路租房,西派城租房,面积：186㎡,重庆链家网,,"租赁方式：整租 冉美灵
森迪公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：4室2厅3卫 186㎡ 精装修
ObjectId(6082fdb373596f7c036aafb3),2000,渝北租房,嘉州租房,弗瑞登租房,面积：46㎡,重庆链家网,,租赁方式：整租,房屋类型：1室1厅1卫 46㎡ 精装修
ObjectId(6082fdb473596f7c036aafb4),3000,渝北租房,中央公园租房,鲁能泰山7号六街区租房,面积：115㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 115㎡ 精装修
ObjectId(6082fdb573596f7c036aafb5),2000,江北租房,五里店租房,融景城尚峰租房,面积：55㎡,重庆链家网,,租赁方式：整租,房屋类型：1室1厅1卫 55㎡
ObjectId(6082fdb673596f7c036aafb6),1200,沙坪坝租房,西永租房,金科•天宸11街区租房,面积：45㎡,重庆链家网,,租赁方式：整租,房屋类型：1室1厅1卫 45㎡ 精装修
ObjectId(6082fdb773596f7c036aafb7),1850,南岸租房,弹子石租房,香雨蓝苑租房,面积：58㎡,重庆链家网,,"租赁方式：整租 谢刚
织家公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室2厅1卫 58㎡ 精装修
ObjectId(6082fdb773596f7c036aafb8),5200,渝北租房,汽博中心租房,融创御锦租房,面积：140㎡,重庆链家网,,租赁方式：整租,房屋类型：4室2厅2卫 140㎡ 精装修
ObjectId(6082fdb873596f7c036aafb9),2300,渝中租房,大坪租房,万科锦尚租房,面积：66㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 66㎡ 精装修
ObjectId(6082fdb973596f7c036aafba),9000,江北租房,海尔路租房,西派城一期租房,面积：144㎡,重庆链家网,,"租赁方式：整租 刘卫
赤原 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：4室2厅2卫 144㎡ 精装修
ObjectId(6082fdba73596f7c036aafbb),2000,南岸租房,茶园新区租房,奥园城市天地B区租房,面积：56㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅2卫 56㎡ 精装修
ObjectId(6082fdba73596f7c036aafbc),3500,渝中租房,化龙桥租房,雍江艺庭租房,面积：131㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 131㎡ 精装修
ObjectId(6082fdbb73596f7c036aafbd),1500,渝北租房,龙头寺租房,梧桐公馆租房,面积：56㎡,重庆链家网,,租赁方式：整租,房屋类型：1室0厅1卫 56㎡
ObjectId(6082fdbc73596f7c036aafbe),600,大渡口租房,步行街租房,蓝光中央广场租房,面积：35㎡,重庆链家网,,租赁方式：整租,房屋类型：1室0厅1卫 35㎡
ObjectId(6082fdbc73596f7c036aafbf),1397,九龙坡租房,石桥铺租房,龙湖新壹城租房,面积：26㎡,重庆链家网,,"租赁方式：整租 董浩
创臻国际公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 26㎡
ObjectId(6082fdbd73596f7c036aafc0),2400,江北租房,五里店租房,金科花园租房,面积：119㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 119㎡ 精装修
ObjectId(6082fdbe73596f7c036aafc1),1845,九龙坡租房,动物园租房,卓越中寰租房,面积：47㎡,重庆链家网,,"租赁方式：整租 钟璐帆
创臻国际公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 47㎡
ObjectId(6082fdbf73596f7c036aafc2),4000,南岸租房,南滨路租房,阳光100国际新城租房,面积：132㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 132㎡ 精装修
ObjectId(6082fdbf73596f7c036aafc3),1750,渝中租房,解放碑租房,紫东国际租房,面积：40㎡,重庆链家网,,"租赁方式：整租 聂锐
可加公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 40㎡ 精装修
ObjectId(6082fdc073596f7c036aafc4),1000,巴南租房,鱼洞租房,下河路租房,面积：90㎡,重庆链家网,,租赁方式：整租,房屋类型：3室1厅1卫 90㎡
ObjectId(6082fdc173596f7c036aafc5),1700,渝中租房,解放碑租房,紫东国际租房,面积：40㎡,重庆链家网,,"租赁方式：整租 聂锐
可加公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 40㎡ 精装修
ObjectId(6082fdc273596f7c036aafc6),9500,江北租房,江北嘴租房,寰宇天下天玺租房,面积：152㎡,重庆链家网,,"租赁方式：整租 谭娇娇
森迪公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室2厅2卫 152㎡ 精装修
ObjectId(6082fdc373596f7c036aafc7),6000,江北租房,北滨路租房,恒大御龙天峰租房,面积：168㎡,重庆链家网,,"租赁方式：整租 艾家名
赤原 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：4室2厅2卫 168㎡ 精装修
ObjectId(6082fdc373596f7c036aafc8),1200,渝北租房,回兴租房,兴科一路小区租房,面积：77㎡,重庆链家网,,租赁方式：整租,房屋类型：3室1厅1卫 77㎡
ObjectId(6082fdc473596f7c036aafc9),3200,渝北租房,照母山租房,康桥融府租房,面积：96㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 96㎡ 精装修
ObjectId(6082fdc573596f7c036aafca),1000,南岸租房,南坪租房,宁静小区(响水路)租房,面积：102㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅1卫 102㎡
ObjectId(6082fdc673596f7c036aafcb),3600,江北租房,江北嘴租房,中海紫御江山天誉租房,面积：90㎡,重庆链家网,,"租赁方式：整租 刘卫
赤原 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室2厅1卫 90㎡ 精装修
ObjectId(6082fdc673596f7c036aafcc),1800,江北租房,大石坝租房,东方港湾租房,面积：86㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 86㎡ 精装修
ObjectId(6082fdc773596f7c036aafcd),2300,渝中租房,大坪租房,国宾豪庭一期快乐空间租房,面积：68㎡,重庆链家网,,"租赁方式：整租 张伟
新凯公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室1厅1卫 68㎡ 精装修
ObjectId(6082fdc873596f7c036aafce),2200,巴南租房,龙洲湾租房,典雅龙海港湾租房,面积：91㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 91㎡ 精装修
ObjectId(6082fdc973596f7c036aafcf),2700,渝北租房,龙头寺租房,鲁能星城圆上租房,面积：92㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 92㎡ 精装修
ObjectId(6082fdc973596f7c036aafd0),1199,九龙坡租房,石桥铺租房,汇祥荟广场租房,面积：26㎡,重庆链家网,,"租赁方式：整租 廖中豪
每客逸家 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 26㎡ 精装修
ObjectId(6082fdca73596f7c036aafd1),1900,江北租房,观音桥租房,青青雅舍租房,面积：73㎡,重庆链家网,,"租赁方式：整租 罗志军
换新地产 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室2厅1卫 73㎡ 精装修
ObjectId(6082fdcb73596f7c036aafd2),2100,沙坪坝租房,西永租房,龙湖•好城时光租房,面积：67㎡,重庆链家网,,租赁方式：整租,房屋类型：3室1厅1卫 67㎡ 精装修
ObjectId(6082fdcc73596f7c036aafd3),2400,渝北租房,南桥寺租房,金易E世界租房,面积：78㎡,重庆链家网,,"租赁方式：整租 蔡静波
换新地产 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室2厅1卫 78㎡ 精装修
ObjectId(6082fdcd73596f7c036aafd4),3000,江北租房,北滨路租房,龙湖春森彼岸四期租房,面积：76㎡,重庆链家网,,"租赁方式：整租 李斌
赤原 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室1厅1卫 76㎡ 精装修
ObjectId(6082fdce73596f7c036aafd5),1300,南岸租房,南坪租房,亚太商谷租房,面积：38㎡,重庆链家网,,租赁方式：整租,房屋类型：1室1厅1卫 38㎡
ObjectId(6082fdcf73596f7c036aafd6),1800,南岸租房,融侨半岛租房,双子星座租房,面积：96㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 96㎡ 精装修
ObjectId(6082fdd073596f7c036aafd7),1500,九龙坡租房,大坪租房,华宇时代星空租房,面积：37㎡,重庆链家网,,"租赁方式：整租 杨文俊
汇聚 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 37㎡ 精装修
ObjectId(6082fdd173596f7c036aafd8),2900,渝北租房,龙头寺租房,天江鼎城博园租房,面积：151㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 151㎡ 精装修
ObjectId(6082fdd173596f7c036aafd9),1300,南岸租房,茶园新区租房,鲁能领秀城1街区租房,面积：43㎡,重庆链家网,,租赁方式：整租,房屋类型：1室1厅1卫 43㎡ 精装修
ObjectId(6082fdd273596f7c036aafda),3600,南岸租房,南坪租房,协信城租房,面积：71㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 71㎡
ObjectId(6082fdd373596f7c036aafdb),1800,江北租房,黄泥磅租房,御景天成租房,面积：47㎡,重庆链家网,,"租赁方式：整租 衡新
换新地产 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室2厅1卫 47㎡ 精装修
ObjectId(6082fdd573596f7c036aafdc),4500,江北租房,观音桥租房,重庆市市政设计研究院租房,面积：152㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 152㎡
ObjectId(6082fdd573596f7c036aafdd),1400,南岸租房,南滨路租房,南滨国际租房,面积：37㎡,重庆链家网,,"租赁方式：整租 胡馨
换新地产 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 37㎡ 精装修
ObjectId(6082fdd673596f7c036aafde),1250,南岸租房,弹子石租房,华润凯旋天地租房,面积：32㎡,重庆链家网,,"租赁方式：整租 黄限良
若航寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 32㎡ 精装修
ObjectId(6082fdd773596f7c036aafdf),3000,九龙坡租房,谢家湾租房,华润二十四城嘉悦府租房,面积：82㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 82㎡ 精装修
ObjectId(6082fdd873596f7c036aafe0),2600,江北租房,鸿恩寺租房,保利江上明珠四期租房,面积：93㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅2卫 93㎡ 精装修
ObjectId(6082fdd973596f7c036aafe1),1600,沙坪坝租房,大学城租房,富力城幸福里C区租房,面积：77㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 77㎡ 精装修
ObjectId(6082fdda73596f7c036aafe2),1900,大渡口租房,巴国城租房,中交万都汇租房,面积：83㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅1卫 83㎡ 精装修
ObjectId(6082fddb73596f7c036aafe3),2800,沙坪坝租房,大学城租房,师大苑租房,面积：130㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 130㎡ 精装修
ObjectId(6082fddc73596f7c036aafe4),2600,渝北租房,照母山租房,协信星都会租房,面积：80㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 80㎡ 精装修
ObjectId(6082fddd73596f7c036aafe5),2000,渝北租房,嘉州租房,伟岸摩登堡租房,面积：66㎡,重庆链家网,,"租赁方式：整租 刘航
换新地产 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室2厅1卫 66㎡ 精装修
ObjectId(6082fddd73596f7c036aafe6),2550,南岸租房,南坪租房,协信城租房,面积：52㎡,重庆链家网,,租赁方式：整租,房屋类型：1室0厅0卫 52㎡
ObjectId(6082fdde73596f7c036aafe7),2100,渝北租房,龙头寺租房,邦兴佳苑租房,面积：99㎡,重庆链家网,,"租赁方式：整租 张帝毛
换新地产 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室2厅1卫 99㎡ 精装修
ObjectId(6082fddf73596f7c036aafe8),1800,南岸租房,弹子石租房,阅江阁租房,面积：93㎡,重庆链家网,,"租赁方式：整租 贺莉萍
换新地产 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室2厅1卫 93㎡ 精装修
ObjectId(6082fde073596f7c036aafe9),2000,沙坪坝租房,大学城租房,金科廊桥天都租房,面积：69㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 69㎡ 精装修
ObjectId(6082fde173596f7c036aafea),2800,江北租房,江北嘴租房,恒大中央广场二期租房,面积：111㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅1卫 111㎡ 精装修
ObjectId(6082fde173596f7c036aafeb),1399,九龙坡租房,石桥铺租房,龙湖新壹城租房,面积：25㎡,重庆链家网,,"租赁方式：整租 张联
汇聚 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 25㎡ 精装修
ObjectId(6082fde273596f7c036aafec),1500,沙坪坝租房,沙正街租房,建筑巷租房,面积：65㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 65㎡
ObjectId(6082fde373596f7c036aafed),1700,巴南租房,龙洲湾租房,巴南万达广场租房,面积：70㎡,重庆链家网,,"租赁方式：整租 李科兵
俏管家●重庆 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室1厅1卫 70㎡ 精装修
ObjectId(6082fde473596f7c036aafee),15000,渝北租房,鸳鸯租房,融科橡树澜湾租房,面积：280㎡,重庆链家网,,租赁方式：整租,房屋类型：5室2厅3卫 280㎡
ObjectId(6082fde573596f7c036aafef),3300,渝中租房,大坪租房,和泓江山国际租房,面积：108㎡,重庆链家网,,租赁方式：整租,房屋类型：3室1厅2卫 108㎡ 精装修
ObjectId(6082fde673596f7c036aaff0),3000,南岸租房,南滨路租房,长嘉汇四期租房,面积：73㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 73㎡ 精装修
ObjectId(6082fde773596f7c036aaff1),1600,渝北租房,回兴租房,南方玫瑰城黄瑰苑B2区租房,面积：92㎡,重庆链家网,,租赁方式：整租,房屋类型：3室1厅2卫 92㎡ 精装修
ObjectId(6082fde773596f7c036aaff2),950,沙坪坝租房,劳动路租房,阳光驿站租房,面积：36㎡,重庆链家网,,租赁方式：整租,房屋类型：1室0厅1卫 36㎡
ObjectId(6082fde873596f7c036aaff3),3800,江北租房,五里店租房,融景城臻苑租房,面积：83㎡,重庆链家网,,"租赁方式：整租 况回想
赤原 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室2厅1卫 83㎡ 精装修
ObjectId(6082fde973596f7c036aaff4),1000,渝北租房,空港新城租房,招商雍璟城租房,面积：100㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 100㎡
ObjectId(6082fdea73596f7c036aaff5),2100,江北租房,石马河租房,金科十年城东区租房,面积：86㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 86㎡ 精装修
ObjectId(6082fdea73596f7c036aaff6),6000,江北租房,江北嘴租房,寰宇天下天玺租房,面积：120㎡,重庆链家网,,"租赁方式：整租 冉美灵
森迪公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室2厅2卫 120㎡ 精装修
ObjectId(6082fdf073596f7c036aaff7),2200,江北租房,五里店租房,庆业巴蜀城租房,面积：89㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 89㎡
ObjectId(6082fdf073596f7c036aaff8),2200,沙坪坝租房,西永租房,恒大优活城租房,面积：71㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 71㎡ 精装修
ObjectId(6082fdf173596f7c036aaff9),1400,沙坪坝租房,西永租房,金科·天宸六街区租房,面积：116㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 116㎡
ObjectId(6082fdf273596f7c036aaffa),3500,九龙坡租房,谢家湾租房,华润二十四城租房,面积：127㎡,重庆链家网,,租赁方式：整租,房屋类型：3室1厅2卫 127㎡ 精装修
ObjectId(6082fdf373596f7c036aaffb),1250,南岸租房,弹子石租房,锦江华府租房,面积：35㎡,重庆链家网,,"租赁方式：整租 谢刚
织家公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 35㎡ 精装修
ObjectId(6082fdf473596f7c036aaffc),1900,九龙坡租房,黄桷坪租房,广厦城巢上租房,面积：88㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 88㎡ 精装修
ObjectId(6082fdf473596f7c036aaffd),1000,南岸租房,茶园新区租房,融创博琅郡租房,面积：104㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 104㎡
ObjectId(6082fdf473596f7c036aaffe),2600,渝北租房,黄泥磅租房,佳华北宸里租房,面积：78㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 78㎡ 精装修
ObjectId(6082fdf573596f7c036aafff),2100,渝北租房,礼嘉租房,龙湖两江新宸乐蜀租房,面积：58㎡,重庆链家网,,租赁方式：整租,房屋类型：1室1厅1卫 58㎡ 精装修
ObjectId(6082fdf673596f7c036ab000),950,渝中租房,两路口租房,健康路(渝中)租房,面积：60㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 60㎡
ObjectId(6082fdf673596f7c036ab001),1500,巴南租房,李家沱租房,都和广场租房,面积：68㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 68㎡ 精装修
ObjectId(6082fdf773596f7c036ab002),1000,渝北租房,龙头寺租房,渝铁西苑租房,面积：86㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 86㎡
ObjectId(6082fdf873596f7c036ab003),2000,渝北租房,回兴租房,MI公馆租房,面积：70㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 70㎡ 精装修
ObjectId(6082fdf973596f7c036ab004),2000,渝北租房,龙头寺租房,公园置尚云尚租房,面积：44㎡,重庆链家网,,租赁方式：整租,房屋类型：1室1厅1卫 44㎡ 精装修
ObjectId(6082fdf973596f7c036ab005),3900,渝北租房,照母山租房,康桥融府租房,面积：69㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 69㎡ 精装修
ObjectId(6082fdfa73596f7c036ab006),1600,渝中租房,解放碑租房,天奇望龙居租房,面积：50㎡,重庆链家网,,租赁方式：整租,房屋类型：3室1厅1卫 50㎡
ObjectId(6082fdfb73596f7c036ab007),1250,南岸租房,弹子石租房,华润凯旋天地租房,面积：32㎡,重庆链家网,,"租赁方式：整租 黄限良
若航寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 32㎡ 精装修
ObjectId(6082fdfc73596f7c036ab008),1550,南岸租房,南坪租房,和记黄埔御峰租房,面积：40㎡,重庆链家网,,"租赁方式：整租 万荣华
若航寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 40㎡ 精装修
ObjectId(6082fdfc73596f7c036ab009),2000,江北租房,五里店租房,庆业巴蜀城租房,面积：89㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 89㎡ 精装修
ObjectId(6082fdff73596f7c036ab00a),2580,渝中租房,大坪租房,万科锦程租房,面积：70㎡,重庆链家网,,"租赁方式：整租 杨春红
万科物业 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室1厅1卫 70㎡ 精装修
ObjectId(6082fdff73596f7c036ab00b),1800,渝北租房,嘉州租房,松龙锦绣园租房,面积：71㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 71㎡
ObjectId(6082fe0073596f7c036ab00c),1400,巴南租房,龙洲湾租房,龙洲花园租房,面积：86㎡,重庆链家网,,租赁方式：整租,房屋类型：2室2厅1卫 86㎡ 精装修
ObjectId(6082fe0073596f7c036ab00d),2700,南岸租房,茶园新区租房,金科世界城洋房区（南岸）租房,面积：125㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅2卫 125㎡
ObjectId(6082fe0173596f7c036ab00e),5500,南岸租房,南坪租房,亚太商谷租房,面积：83㎡,重庆链家网,,租赁方式：整租,房屋类型：4室1厅1卫 83㎡
ObjectId(6082fe0273596f7c036ab00f),1200,南岸租房,弹子石租房,华润凯旋天地租房,面积：32㎡,重庆链家网,,"租赁方式：整租 黄限良
若航寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 32㎡ 精装修
ObjectId(6082fe0373596f7c036ab010),1199,九龙坡租房,石桥铺租房,汇祥荟广场租房,面积：31㎡,重庆链家网,,"租赁方式：整租 刘鸿月
每客逸家 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 31㎡ 精装修
ObjectId(6082fe0473596f7c036ab011),1800,渝北租房,回兴租房,MI公馆租房,面积：60㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 60㎡ 精装修
ObjectId(6082fe0473596f7c036ab012),1800,南岸租房,弹子石租房,蓝光COCO时代二期租房,面积：61㎡,重庆链家网,,租赁方式：整租,房屋类型：3室2厅1卫 61㎡ 精装修
ObjectId(6082fe0573596f7c036ab013),1200,巴南租房,龙洲湾租房,佳兆业广场租房,面积：48㎡,重庆链家网,,租赁方式：整租,房屋类型：2室1厅1卫 48㎡ 精装修
